"Season","Daynum","Wteam","Wscore","Lteam","Lscore","Wloc","Numot","WinningTeam","LosingTeam","WinningTeamSeed","LosingTeamSeed"
"2003","137","1196","85","1358","55","N","0","Florida","Sam Houston St","02","15"
"2003","137","1231","67","1104","62","N","0","Indiana","Alabama","07","10"
"2003","137","1246","95","1237","64","N","0","Kentucky","IUPUI","01","16"
"2003","137","1257","86","1122","64","N","0","Louisville","Austin Peay","04","13"
"2003","137","1268","75","1423","73","N","0","Maryland","UNC Wilmington","06","11"
"2003","137","1277","79","1160","64","N","0","Michigan St","Colorado","07","10"
"2003","137","1329","77","1335","63","N","0","Oklahoma St","Penn","06","11"
"2003","137","1338","87","1447","61","N","0","Pittsburgh","Wagner","02","15"
"2003","137","1345","80","1261","56","N","0","Purdue","LSU","09","08"
"2003","137","1393","76","1264","65","N","0","Syracuse","Manhattan","03","14"
"2003","137","1400","82","1421","61","N","0","Texas","UNC Asheville","01","16b"
"2003","137","1428","60","1332","58","N","0","Utah","Oregon","09","08"
"2003","137","1448","76","1190","73","N","0","Wake Forest","ETSU","02","15"
"2003","137","1462","71","1407","59","N","0","Xavier","Troy","03","14"
"2003","138","1112","96","1211","95","N","2","Arizona","Gonzaga","01","09"
"2003","138","1163","85","1390","74","N","0","Connecticut","Stanford","05","04"
"2003","138","1181","86","1141","60","N","0","Duke","C Michigan","03","11"
"2003","138","1242","108","1113","76","N","0","Kansas","Arizona St","02","10"
"2003","138","1266","101","1281","92","N","1","Marquette","Missouri","03","06"
"2003","138","1323","68","1228","60","N","0","Notre Dame","Illinois","05","04"
"2003","138","1328","74","1143","65","N","0","Oklahoma","California","01","08"
"2003","138","1458","61","1409","60","N","0","Wisconsin","Tulsa","05","13"
"2003","139","1120","68","1448","62","N","0","Auburn","Wake Forest","10","02"
"2003","139","1139","79","1257","71","N","0","Butler","Louisville","12","04"
"2003","139","1246","74","1428","54","N","0","Kentucky","Utah","01","09"
"2003","139","1268","77","1462","64","N","0","Maryland","Xavier","06","03"
"2003","139","1277","68","1196","46","N","0","Michigan St","Florida","07","02"
"2003","139","1338","74","1231","52","N","0","Pittsburgh","Indiana","02","07"
"2003","139","1393","68","1329","56","N","0","Syracuse","Oklahoma St","03","06"
"2003","139","1400","77","1345","67","N","0","Texas","Purdue","01","09"
"2003","143","1112","88","1323","71","N","0","Arizona","Notre Dame","01","05"
"2003","143","1242","69","1181","65","N","0","Kansas","Duke","02","03"
"2003","143","1246","63","1458","57","N","0","Kentucky","Wisconsin","01","05"
"2003","143","1266","77","1338","74","N","0","Marquette","Pittsburgh","03","02"
"2003","144","1277","60","1268","58","N","0","Michigan St","Maryland","07","06"
"2003","144","1328","65","1139","54","N","0","Oklahoma","Butler","01","12"
"2003","144","1393","79","1120","78","N","0","Syracuse","Auburn","03","10"
"2003","144","1400","82","1163","78","N","0","Texas","Connecticut","01","05"
"2003","145","1242","78","1112","75","N","0","Kansas","Arizona","02","01"
"2003","145","1266","83","1246","69","N","0","Marquette","Kentucky","03","01"
"2003","146","1393","63","1328","47","N","0","Syracuse","Oklahoma","03","01"
"2003","146","1400","85","1277","76","N","0","Texas","Michigan St","01","07"
"2003","152","1242","94","1266","61","N","0","Kansas","Marquette","02","03"
"2003","152","1393","95","1400","84","N","0","Syracuse","Texas","03","01"
"2003","154","1393","81","1242","78","N","0","Syracuse","Kansas","03","02"
"2004","134","1197","72","1250","57","N","0","Florida A&M","Lehigh","16a","16b"
"2004","136","1104","65","1356","64","N","0","Alabama","S Illinois","08","09"
"2004","136","1163","70","1436","53","N","0","Connecticut","Vermont","02","15"
"2004","136","1177","76","1173","69","N","2","DePaul","Dayton","07","10"
"2004","136","1181","96","1106","61","N","0","Duke","Alabama St","01","16"
"2004","136","1211","76","1434","49","N","0","Gonzaga","Valparaiso","02","15"
"2004","136","1264","75","1196","60","N","0","Manhattan","Florida","12","05"
"2004","136","1268","86","1431","83","N","0","Maryland","UTEP","04","13"
"2004","136","1305","72","1277","66","N","0","Nevada","Michigan St","10","07"
"2004","136","1314","63","1102","52","N","0","North Carolina","Air Force","06","11"
"2004","136","1371","80","1112","76","N","0","Seton Hall","Arizona","08","09"
"2004","136","1386","82","1251","63","N","0","St Joseph's PA","Liberty","01","16"
"2004","136","1390","71","1427","45","N","0","Stanford","UT San Antonio","01","16"
"2004","136","1393","80","1140","75","N","0","Syracuse","BYU","05","12"
"2004","136","1400","66","1343","49","N","0","Texas","Princeton","03","14"
"2004","136","1403","76","1150","73","N","0","Texas Tech","Charlotte","08","09"
"2004","136","1448","79","1433","78","N","0","Wake Forest","VA Commonwealth","04","13"
"2004","137","1130","58","1428","51","N","0","Boston College","Utah","06","11"
"2004","137","1153","80","1190","77","N","0","Cincinnati","ETSU","04","13"
"2004","137","1210","65","1320","60","N","0","Georgia Tech","Northern Iowa","03","14"
"2004","137","1228","72","1293","53","N","0","Illinois","Murray St","05","12"
"2004","137","1242","78","1227","53","N","0","Kansas","IL Chicago","04","13"
"2004","137","1246","96","1197","76","N","0","Kentucky","Florida A&M","01","16a"
"2004","137","1272","59","1376","43","N","0","Memphis","South Carolina","07","10"
"2004","137","1280","85","1284","52","N","0","Mississippi St","Monmouth NJ","02","15"
"2004","137","1301","61","1418","52","N","0","NC State","ULL","03","14"
"2004","137","1329","75","1186","56","N","0","Oklahoma St","E Washington","02","15"
"2004","137","1334","66","1344","58","N","0","Pacific","Providence","12","05"
"2004","137","1338","53","1416","44","N","0","Pittsburgh","UCF","03","14"
"2004","137","1412","102","1449","100","N","0","UAB","Washington","09","08"
"2004","137","1435","71","1444","58","N","0","Vanderbilt","W Michigan","06","11"
"2004","137","1458","76","1350","64","N","0","Wisconsin","Richmond","06","11"
"2004","137","1462","80","1257","70","N","0","Xavier","Louisville","07","10"
"2004","138","1104","70","1390","67","N","0","Alabama","Stanford","08","01"
"2004","138","1163","72","1177","55","N","0","Connecticut","DePaul","02","07"
"2004","138","1181","90","1371","62","N","0","Duke","Seton Hall","01","08"
"2004","138","1305","91","1211","72","N","0","Nevada","Gonzaga","10","02"
"2004","138","1386","70","1403","65","N","0","St Joseph's PA","Texas Tech","01","08"
"2004","138","1393","72","1268","70","N","0","Syracuse","Maryland","05","04"
"2004","138","1400","78","1314","75","N","0","Texas","North Carolina","03","06"
"2004","138","1448","84","1264","80","N","0","Wake Forest","Manhattan","04","12"
"2004","139","1210","57","1130","54","N","0","Georgia Tech","Boston College","03","06"
"2004","139","1228","92","1153","68","N","0","Illinois","Cincinnati","05","04"
"2004","139","1242","78","1334","63","N","0","Kansas","Pacific","04","12"
"2004","139","1329","70","1272","53","N","0","Oklahoma St","Memphis","02","07"
"2004","139","1338","59","1458","55","N","0","Pittsburgh","Wisconsin","03","06"
"2004","139","1412","76","1246","75","N","0","UAB","Kentucky","09","01"
"2004","139","1435","75","1301","73","N","0","Vanderbilt","NC State","06","03"
"2004","139","1462","89","1280","74","N","0","Xavier","Mississippi St","07","02"
"2004","143","1104","80","1393","71","N","0","Alabama","Syracuse","08","05"
"2004","143","1163","73","1435","53","N","0","Connecticut","Vanderbilt","02","06"
"2004","143","1329","63","1338","51","N","0","Oklahoma St","Pittsburgh","02","03"
"2004","143","1386","84","1448","80","N","0","St Joseph's PA","Wake Forest","01","04"
"2004","144","1181","72","1228","62","N","0","Duke","Illinois","01","05"
"2004","144","1210","72","1305","67","N","0","Georgia Tech","Nevada","03","10"
"2004","144","1242","100","1412","74","N","0","Kansas","UAB","04","09"
"2004","144","1462","79","1400","71","N","0","Xavier","Texas","07","03"
"2004","145","1163","87","1104","71","N","0","Connecticut","Alabama","02","08"
"2004","145","1329","64","1386","62","N","0","Oklahoma St","St Joseph's PA","02","01"
"2004","146","1181","66","1462","63","N","0","Duke","Xavier","01","07"
"2004","146","1210","79","1242","71","N","1","Georgia Tech","Kansas","03","04"
"2004","152","1163","79","1181","78","N","0","Connecticut","Duke","02","01"
"2004","152","1210","67","1329","65","N","0","Georgia Tech","Oklahoma St","03","02"
"2004","154","1163","82","1210","73","N","0","Connecticut","Georgia Tech","02","03"
"2005","134","1324","79","1105","69","N","0","Oakland","Alabama A&M","16b","16a"
"2005","136","1112","66","1429","53","N","0","Arizona","Utah St","03","14"
"2005","136","1130","85","1335","65","N","0","Boston College","Penn","04","13"
"2005","136","1153","76","1234","64","N","0","Cincinnati","Iowa","07","10"
"2005","136","1211","74","1457","64","N","0","Gonzaga","Winthrop","03","14"
"2005","136","1228","67","1192","55","N","0","Illinois","F Dickinson","01","16"
"2005","136","1246","72","1184","64","N","0","Kentucky","E Kentucky","02","15"
"2005","136","1305","61","1400","57","N","0","Nevada","Texas","09","08"
"2005","136","1328","84","1310","67","N","0","Oklahoma","Niagara","03","14"
"2005","136","1334","79","1338","71","N","0","Pacific","Pittsburgh","08","09"
"2005","136","1403","78","1417","66","N","0","Texas Tech","UCLA","06","11"
"2005","136","1412","82","1261","68","N","0","UAB","LSU","11","06"
"2005","136","1428","60","1431","54","N","0","Utah","UTEP","06","11"
"2005","136","1448","70","1151","54","N","0","Wake Forest","Chattanooga","02","15"
"2005","136","1449","88","1285","77","N","0","Washington","Montana","01","16"
"2005","136","1452","63","1166","61","N","0","West Virginia","Creighton","07","10"
"2005","136","1454","83","1104","73","N","0","WI Milwaukee","Alabama","12","05"
"2005","137","1137","64","1242","63","N","0","Bucknell","Kansas","14","03"
"2005","137","1163","77","1416","71","N","0","Connecticut","UCF","02","15"
"2005","137","1181","57","1175","46","N","0","Duke","Delaware St","01","16"
"2005","137","1196","67","1325","62","N","0","Florida","Ohio","04","13"
"2005","137","1210","80","1203","68","N","0","Georgia Tech","G Washington","05","12"
"2005","137","1235","64","1278","53","N","0","Iowa St","Minnesota","09","08"
"2005","137","1257","68","1418","62","N","0","Louisville","ULL","04","13"
"2005","137","1277","89","1330","81","N","0","Michigan St","Old Dominion","05","12"
"2005","137","1280","93","1390","70","N","0","Mississippi St","Stanford","09","08"
"2005","137","1301","75","1150","63","N","0","NC State","Charlotte","10","07"
"2005","137","1314","96","1324","68","N","0","North Carolina","Oakland","01","16b"
"2005","137","1329","63","1368","50","N","0","Oklahoma St","SE Louisiana","02","15"
"2005","137","1356","65","1388","56","N","0","S Illinois","St Mary's CA","07","10"
"2005","137","1436","60","1393","57","N","1","Vermont","Syracuse","13","04"
"2005","137","1437","55","1307","47","N","0","Villanova","New Mexico","05","12"
"2005","137","1458","57","1320","52","N","0","Wisconsin","Northern Iowa","06","11"
"2005","138","1112","85","1412","63","N","0","Arizona","UAB","03","11"
"2005","138","1228","71","1305","59","N","0","Illinois","Nevada","01","09"
"2005","138","1246","69","1153","60","N","0","Kentucky","Cincinnati","02","07"
"2005","138","1403","71","1211","69","N","0","Texas Tech","Gonzaga","06","03"
"2005","138","1428","67","1328","58","N","0","Utah","Oklahoma","06","03"
"2005","138","1449","97","1334","79","N","0","Washington","Pacific","01","08"
"2005","138","1452","111","1448","105","N","2","West Virginia","Wake Forest","07","02"
"2005","138","1454","83","1130","75","N","0","WI Milwaukee","Boston College","12","04"
"2005","139","1181","63","1280","55","N","0","Duke","Mississippi St","01","09"
"2005","139","1257","76","1210","54","N","0","Louisville","Georgia Tech","04","05"
"2005","139","1277","72","1436","61","N","0","Michigan St","Vermont","05","13"
"2005","139","1301","65","1163","62","N","0","NC State","Connecticut","10","02"
"2005","139","1314","92","1235","65","N","0","North Carolina","Iowa St","01","09"
"2005","139","1329","85","1356","77","N","0","Oklahoma St","S Illinois","02","07"
"2005","139","1437","76","1196","65","N","0","Villanova","Florida","05","04"
"2005","139","1458","71","1137","62","N","0","Wisconsin","Bucknell","06","14"
"2005","143","1112","79","1329","78","N","0","Arizona","Oklahoma St","03","02"
"2005","143","1228","77","1454","63","N","0","Illinois","WI Milwaukee","01","12"
"2005","143","1257","93","1449","79","N","0","Louisville","Washington","04","01"
"2005","143","1452","65","1403","60","N","0","West Virginia","Texas Tech","07","06"
"2005","144","1246","62","1428","52","N","0","Kentucky","Utah","02","06"
"2005","144","1277","78","1181","68","N","0","Michigan St","Duke","05","01"
"2005","144","1314","67","1437","66","N","0","North Carolina","Villanova","01","05"
"2005","144","1458","65","1301","56","N","0","Wisconsin","NC State","06","10"
"2005","145","1228","90","1112","89","N","1","Illinois","Arizona","01","03"
"2005","145","1257","93","1452","85","N","1","Louisville","West Virginia","04","07"
"2005","146","1277","94","1246","88","N","2","Michigan St","Kentucky","05","02"
"2005","146","1314","88","1458","82","N","0","North Carolina","Wisconsin","01","06"
"2005","152","1228","72","1257","57","N","0","Illinois","Louisville","01","04"
"2005","152","1314","87","1277","71","N","0","North Carolina","Michigan St","01","05"
"2005","154","1314","75","1228","70","N","0","North Carolina","Illinois","01","01"
"2006","134","1284","71","1214","49","N","0","Monmouth NJ","Hampton","16b","16a"
"2006","136","1104","90","1266","85","N","0","Alabama","Marquette","10","07"
"2006","136","1130","88","1334","76","N","2","Boston College","Pacific","04","13"
"2006","136","1181","70","1380","54","N","0","Duke","Southern Univ","01","16"
"2006","136","1196","76","1375","50","N","0","Florida","South Alabama","03","14"
"2006","136","1203","88","1423","85","N","1","G Washington","UNC Wilmington","08","09"
"2006","136","1211","79","1462","75","N","0","Gonzaga","Xavier","03","14"
"2006","136","1228","78","1102","69","N","0","Illinois","Air Force","04","13"
"2006","136","1231","87","1361","83","N","0","Indiana","San Diego St","06","11"
"2006","136","1261","80","1233","64","N","0","LSU","Iona","04","13"
"2006","136","1285","87","1305","79","N","0","Montana","Nevada","12","05"
"2006","136","1397","63","1457","61","N","0","Tennessee","Winthrop","02","15"
"2006","136","1401","66","1393","58","N","0","Texas A&M","Syracuse","12","05"
"2006","136","1417","78","1125","44","N","0","UCLA","Belmont","02","15"
"2006","136","1449","75","1429","61","N","0","Washington","Utah St","05","12"
"2006","136","1454","82","1328","74","N","0","WI Milwaukee","Oklahoma","11","06"
"2006","136","1455","86","1371","66","N","0","Wichita St","Seton Hall","07","10"
"2006","137","1112","94","1458","75","N","0","Arizona","Wisconsin","08","09"
"2006","137","1133","77","1242","73","N","0","Bradley","Kansas","13","04"
"2006","137","1137","59","1116","55","N","0","Bucknell","Arkansas","09","08"
"2006","137","1163","72","1107","59","N","0","Connecticut","Albany NY","01","16"
"2006","137","1206","75","1277","65","N","0","George Mason","Michigan St","11","06"
"2006","137","1207","54","1320","49","N","0","Georgetown","Northern Iowa","07","10"
"2006","137","1246","69","1412","64","N","0","Kentucky","UAB","08","09"
"2006","137","1272","94","1331","78","N","0","Memphis","Oral Roberts","01","16"
"2006","137","1301","58","1143","52","N","0","NC State","California","10","07"
"2006","137","1314","69","1293","65","N","0","North Carolina","Murray St","03","14"
"2006","137","1322","64","1234","63","N","0","Northwestern LA","Iowa","14","03"
"2006","137","1326","70","1172","62","N","0","Ohio St","Davidson","02","15"
"2006","137","1338","79","1245","64","N","0","Pittsburgh","Kent","05","12"
"2006","137","1400","60","1335","52","N","0","Texas","Penn","02","15"
"2006","137","1437","58","1284","45","N","0","Villanova","Monmouth NJ","01","16b"
"2006","137","1452","64","1356","46","N","0","West Virginia","S Illinois","06","11"
"2006","138","1130","69","1285","56","N","0","Boston College","Montana","04","12"
"2006","138","1181","74","1203","61","N","0","Duke","G Washington","01","08"
"2006","138","1196","82","1454","60","N","0","Florida","WI Milwaukee","03","11"
"2006","138","1211","90","1231","80","N","0","Gonzaga","Indiana","03","06"
"2006","138","1261","58","1401","57","N","0","LSU","Texas A&M","04","12"
"2006","138","1417","62","1104","59","N","0","UCLA","Alabama","02","10"
"2006","138","1449","67","1228","64","N","0","Washington","Illinois","05","04"
"2006","138","1455","80","1397","73","N","0","Wichita St","Tennessee","07","02"
"2006","139","1133","72","1338","66","N","0","Bradley","Pittsburgh","13","05"
"2006","139","1163","87","1246","83","N","0","Connecticut","Kentucky","01","08"
"2006","139","1206","65","1314","60","N","0","George Mason","North Carolina","11","03"
"2006","139","1207","70","1326","52","N","0","Georgetown","Ohio St","07","02"
"2006","139","1272","72","1137","56","N","0","Memphis","Bucknell","01","09"
"2006","139","1400","75","1301","54","N","0","Texas","NC State","02","10"
"2006","139","1437","82","1112","78","N","0","Villanova","Arizona","01","08"
"2006","139","1452","67","1322","54","N","0","West Virginia","Northwestern LA","06","14"
"2006","143","1261","62","1181","54","N","0","LSU","Duke","04","01"
"2006","143","1272","80","1133","64","N","0","Memphis","Bradley","01","13"
"2006","143","1400","74","1452","71","N","0","Texas","West Virginia","02","06"
"2006","143","1417","73","1211","71","N","0","UCLA","Gonzaga","02","03"
"2006","144","1163","98","1449","92","N","1","Connecticut","Washington","01","05"
"2006","144","1196","57","1207","53","N","0","Florida","Georgetown","03","07"
"2006","144","1206","63","1455","55","N","0","George Mason","Wichita St","11","07"
"2006","144","1437","60","1130","59","N","1","Villanova","Boston College","01","04"
"2006","145","1261","70","1400","60","N","1","LSU","Texas","04","02"
"2006","145","1417","50","1272","45","N","0","UCLA","Memphis","02","01"
"2006","146","1196","75","1437","62","N","0","Florida","Villanova","03","01"
"2006","146","1206","86","1163","84","N","1","George Mason","Connecticut","11","01"
"2006","152","1196","73","1206","58","N","0","Florida","George Mason","03","11"
"2006","152","1417","59","1261","45","N","0","UCLA","LSU","02","04"
"2006","154","1196","73","1417","57","N","0","Florida","UCLA","03","02"
"2007","134","1310","77","1197","69","N","0","Niagara","Florida A&M","16b","16a"
"2007","136","1130","84","1403","75","N","0","Boston College","Texas Tech","07","10"
"2007","136","1139","57","1330","46","N","0","Butler","Old Dominion","05","12"
"2007","136","1207","80","1125","55","N","0","Georgetown","Belmont","02","15"
"2007","136","1231","70","1211","57","N","0","Indiana","Gonzaga","07","10"
"2007","136","1257","78","1390","58","N","0","Louisville","Stanford","06","11"
"2007","136","1268","82","1172","70","N","0","Maryland","Davidson","04","13"
"2007","136","1277","61","1266","49","N","0","Michigan St","Marquette","09","08"
"2007","136","1314","86","1184","65","N","0","North Carolina","E Kentucky","01","16"
"2007","136","1326","78","1148","57","N","0","Ohio St","Central Conn","01","16"
"2007","136","1338","79","1460","58","N","0","Pittsburgh","Wright St","03","14"
"2007","136","1401","68","1335","52","N","0","Texas A&M","Penn","03","14"
"2007","136","1417","70","1451","42","N","0","UCLA","Weber St","02","15"
"2007","136","1433","79","1181","77","N","0","VA Commonwealth","Duke","11","06"
"2007","136","1435","77","1203","44","N","0","Vanderbilt","G Washington","06","11"
"2007","136","1450","70","1331","54","N","0","Washington St","Oral Roberts","03","14"
"2007","136","1462","79","1140","77","N","0","Xavier","BYU","09","08"
"2007","137","1196","112","1238","69","N","0","Florida","Jackson St","01","16"
"2007","137","1242","107","1310","67","N","0","Kansas","Niagara","01","16b"
"2007","137","1246","67","1437","58","N","0","Kentucky","Villanova","08","09"
"2007","137","1272","73","1317","58","N","0","Memphis","North Texas","02","15"
"2007","137","1305","77","1166","71","N","1","Nevada","Creighton","07","10"
"2007","137","1332","58","1275","56","N","0","Oregon","Miami OH","03","14"
"2007","137","1345","72","1112","63","N","0","Purdue","Arizona","09","08"
"2007","137","1356","61","1221","51","N","0","S Illinois","Holy Cross","04","13"
"2007","137","1397","121","1253","86","N","0","Tennessee","Long Beach St","05","12"
"2007","137","1400","79","1308","67","N","0","Texas","New Mexico St","04","13"
"2007","137","1424","67","1210","63","N","0","UNLV","Georgia Tech","07","10"
"2007","137","1425","77","1116","60","N","0","USC","Arkansas","05","12"
"2007","137","1438","84","1107","57","N","0","Virginia","Albany NY","04","13"
"2007","137","1439","54","1228","52","N","0","Virginia Tech","Illinois","05","12"
"2007","137","1457","74","1323","64","N","0","Winthrop","Notre Dame","11","06"
"2007","137","1458","76","1394","63","N","0","Wisconsin","TAM C. Christi","02","15"
"2007","138","1139","62","1268","59","N","0","Butler","Maryland","05","04"
"2007","138","1207","62","1130","55","N","0","Georgetown","Boston College","02","07"
"2007","138","1314","81","1277","67","N","0","North Carolina","Michigan St","01","09"
"2007","138","1326","78","1462","71","N","1","Ohio St","Xavier","01","09"
"2007","138","1338","84","1433","79","N","1","Pittsburgh","VA Commonwealth","03","11"
"2007","138","1401","72","1257","69","N","0","Texas A&M","Louisville","03","06"
"2007","138","1417","54","1231","49","N","0","UCLA","Indiana","02","07"
"2007","138","1435","78","1450","74","N","2","Vanderbilt","Washington St","06","03"
"2007","139","1196","74","1345","67","N","0","Florida","Purdue","01","09"
"2007","139","1242","88","1246","76","N","0","Kansas","Kentucky","01","08"
"2007","139","1272","78","1305","62","N","0","Memphis","Nevada","02","07"
"2007","139","1332","75","1457","61","N","0","Oregon","Winthrop","03","11"
"2007","139","1356","63","1439","48","N","0","S Illinois","Virginia Tech","04","05"
"2007","139","1397","77","1438","74","N","0","Tennessee","Virginia","05","04"
"2007","139","1424","74","1458","68","N","0","UNLV","Wisconsin","07","02"
"2007","139","1425","87","1400","68","N","0","USC","Texas","05","04"
"2007","143","1242","61","1356","58","N","0","Kansas","S Illinois","01","04"
"2007","143","1272","65","1401","64","N","0","Memphis","Texas A&M","02","03"
"2007","143","1326","85","1397","84","N","0","Ohio St","Tennessee","01","05"
"2007","143","1417","64","1338","55","N","0","UCLA","Pittsburgh","02","03"
"2007","144","1196","65","1139","57","N","0","Florida","Butler","01","05"
"2007","144","1207","66","1435","65","N","0","Georgetown","Vanderbilt","02","06"
"2007","144","1314","74","1425","64","N","0","North Carolina","USC","01","05"
"2007","144","1332","76","1424","72","N","0","Oregon","UNLV","03","07"
"2007","145","1326","92","1272","76","N","0","Ohio St","Memphis","01","02"
"2007","145","1417","68","1242","55","N","0","UCLA","Kansas","02","01"
"2007","146","1196","85","1332","77","N","0","Florida","Oregon","01","03"
"2007","146","1207","96","1314","84","N","1","Georgetown","North Carolina","02","01"
"2007","152","1196","76","1417","66","N","0","Florida","UCLA","01","02"
"2007","152","1326","67","1207","60","N","0","Ohio St","Georgetown","01","02"
"2007","154","1196","84","1326","75","N","0","Florida","Ohio St","01","01"
"2008","134","1291","69","1164","60","N","0","Mt St Mary's","Coppin St","16b","16a"
"2008","136","1181","71","1125","70","N","0","Duke","Belmont","02","15"
"2008","136","1242","85","1340","61","N","0","Kansas","Portland St","01","16"
"2008","136","1243","80","1425","67","N","0","Kansas St","USC","11","06"
"2008","136","1266","74","1246","66","N","0","Marquette","Kentucky","06","11"
"2008","136","1277","72","1396","61","N","0","Michigan St","Temple","05","12"
"2008","136","1323","68","1206","50","N","0","Notre Dame","George Mason","05","12"
"2008","136","1338","82","1331","63","N","0","Pittsburgh","Oral Roberts","04","13"
"2008","136","1345","90","1124","79","N","0","Purdue","Baylor","06","11"
"2008","136","1390","77","1165","53","N","0","Stanford","Cornell","03","14"
"2008","136","1401","67","1140","62","N","0","Texas A&M","BYU","09","08"
"2008","136","1417","70","1290","29","N","0","UCLA","MS Valley St","01","16"
"2008","136","1424","71","1245","58","N","0","UNLV","Kent","08","09"
"2008","136","1450","71","1457","40","N","0","Washington St","Winthrop","04","13"
"2008","136","1452","75","1112","65","N","0","West Virginia","Arizona","07","10"
"2008","136","1458","71","1168","56","N","0","Wisconsin","CS Fullerton","03","14"
"2008","136","1462","73","1208","61","N","0","Xavier","Georgia","03","14"
"2008","137","1116","86","1231","72","N","0","Arkansas","Indiana","09","08"
"2008","137","1139","81","1375","61","N","0","Butler","South Alabama","07","10"
"2008","137","1172","82","1211","76","N","0","Davidson","Gonzaga","10","07"
"2008","137","1207","66","1420","47","N","0","Georgetown","UMBC","02","15"
"2008","137","1257","79","1129","61","N","0","Louisville","Boise St","03","14"
"2008","137","1272","87","1426","63","N","0","Memphis","UT Arlington","01","16"
"2008","137","1274","78","1388","64","N","0","Miami FL","St Mary's CA","07","10"
"2008","137","1280","76","1332","69","N","0","Mississippi St","Oregon","08","09"
"2008","137","1314","113","1291","74","N","0","North Carolina","Mt St Mary's","01","16b"
"2008","137","1328","72","1386","64","N","0","Oklahoma","St Joseph's PA","06","11"
"2008","137","1360","70","1163","69","N","1","San Diego","Connecticut","13","04"
"2008","137","1373","83","1435","62","N","0","Siena","Vanderbilt","13","04"
"2008","137","1397","72","1110","57","N","0","Tennessee","American Univ","02","15"
"2008","137","1400","74","1122","54","N","0","Texas","Austin Peay","02","15"
"2008","137","1437","75","1155","69","N","0","Villanova","Clemson","12","05"
"2008","137","1443","101","1179","99","N","1","WKU","Drake","12","05"
"2008","138","1242","75","1424","56","N","0","Kansas","UNLV","01","08"
"2008","138","1277","65","1338","54","N","0","Michigan St","Pittsburgh","05","04"
"2008","138","1390","82","1266","81","N","1","Stanford","Marquette","03","06"
"2008","138","1417","51","1401","49","N","0","UCLA","Texas A&M","01","09"
"2008","138","1450","61","1323","41","N","0","Washington St","Notre Dame","04","05"
"2008","138","1452","73","1181","67","N","0","West Virginia","Duke","07","02"
"2008","138","1458","72","1243","55","N","0","Wisconsin","Kansas St","03","11"
"2008","138","1462","85","1345","78","N","0","Xavier","Purdue","03","06"
"2008","139","1172","74","1207","70","N","0","Davidson","Georgetown","10","02"
"2008","139","1257","78","1328","48","N","0","Louisville","Oklahoma","03","06"
"2008","139","1272","77","1280","74","N","0","Memphis","Mississippi St","01","08"
"2008","139","1314","108","1116","77","N","0","North Carolina","Arkansas","01","09"
"2008","139","1397","76","1139","71","N","1","Tennessee","Butler","02","07"
"2008","139","1400","75","1274","72","N","0","Texas","Miami FL","02","07"
"2008","139","1437","84","1373","72","N","0","Villanova","Siena","12","13"
"2008","139","1443","72","1360","63","N","0","WKU","San Diego","12","13"
"2008","143","1257","79","1397","60","N","0","Louisville","Tennessee","03","02"
"2008","143","1314","68","1450","47","N","0","North Carolina","Washington St","01","04"
"2008","143","1417","88","1443","78","N","0","UCLA","WKU","01","12"
"2008","143","1462","79","1452","75","N","1","Xavier","West Virginia","03","07"
"2008","144","1172","73","1458","56","N","0","Davidson","Wisconsin","10","03"
"2008","144","1242","72","1437","57","N","0","Kansas","Villanova","01","12"
"2008","144","1272","92","1277","74","N","0","Memphis","Michigan St","01","05"
"2008","144","1400","82","1390","62","N","0","Texas","Stanford","02","03"
"2008","145","1314","83","1257","73","N","0","North Carolina","Louisville","01","03"
"2008","145","1417","76","1462","57","N","0","UCLA","Xavier","01","03"
"2008","146","1242","59","1172","57","N","0","Kansas","Davidson","01","10"
"2008","146","1272","85","1400","67","N","0","Memphis","Texas","01","02"
"2008","152","1242","84","1314","66","N","0","Kansas","North Carolina","01","01"
"2008","152","1272","78","1417","63","N","0","Memphis","UCLA","01","01"
"2008","154","1242","75","1272","68","N","1","Kansas","Memphis","01","01"
"2009","134","1287","58","1106","43","N","0","Morehead St","Alabama St","16b","16a"
"2009","136","1163","103","1151","47","N","0","Connecticut","Chattanooga","01","16"
"2009","136","1181","86","1127","62","N","0","Duke","Binghamton","02","15"
"2009","136","1211","77","1103","64","N","0","Gonzaga","Akron","04","13"
"2009","136","1261","75","1139","71","N","0","LSU","Butler","08","09"
"2009","136","1268","84","1143","71","N","0","Maryland","California","10","07"
"2009","136","1272","81","1169","70","N","0","Memphis","CS Northridge","02","15"
"2009","136","1276","62","1155","59","N","0","Michigan","Clemson","10","07"
"2009","136","1314","101","1347","58","N","0","North Carolina","Radford","01","16"
"2009","136","1328","82","1288","54","N","0","Oklahoma","Morgan St","02","15"
"2009","136","1345","61","1320","56","N","0","Purdue","Northern Iowa","05","12"
"2009","136","1400","76","1278","62","N","0","Texas","Minnesota","07","10"
"2009","136","1401","79","1140","66","N","0","Texas A&M","BYU","09","08"
"2009","136","1417","65","1433","64","N","0","UCLA","VA Commonwealth","06","11"
"2009","136","1437","80","1110","67","N","0","Villanova","American Univ","03","14"
"2009","136","1443","76","1228","72","N","0","WKU","Illinois","12","05"
"2009","136","1449","71","1280","58","N","0","Washington","Mississippi St","04","13"
"2009","137","1112","84","1428","71","N","0","Arizona","Utah","12","05"
